DrugID,Name,Route,AuthCountry,AuthHolder,MasterFileLocation,Email
6172,"Alyostal Prick Növényi Eredetu Allergének allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6173,"Alyostal Prick Növényi Eredetu Allergének allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6174,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6175,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6176,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6177,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6178,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6179,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6180,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6181,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6182,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6183,Alyostal Prick Penészgombák,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6184,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6185,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6186,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6187,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6188,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6189,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6190,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6191,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6192,"Alyostal Prick Penészgombák Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6193,Alyostal Prick Penészgombák Oldat,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6194,Alyostal Prick Penészgombák Oldat,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6195,Alyostal Prick Penészgombák Oldat,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6196,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6197,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6198,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6199,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6200,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6201,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6202,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6203,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6204,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6205,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6206,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6207,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6208,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6209,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6210,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6211,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6212,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6213,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6214,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6215,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6216,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6217,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6218,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6219,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6220,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6221,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6222,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6223,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6224,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6225,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6226,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6227,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6228,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6229,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6230,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6231,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6232,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6233,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6234,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6235,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6236,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6237,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6238,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6239,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6240,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6241,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6242,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6243,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6244,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6245,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6246,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6247,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6248,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6249,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6250,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6251,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6252,Alyostal Prick Pollenek,Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6253,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6254,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6255,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6256,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6257,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6258,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6259,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6260,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6261,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6262,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6263,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6264,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6265,"Alyostal Prick Pollenek allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére.",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6266,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6267,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6268,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6269,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6270,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6271,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6272,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6273,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6274,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6275,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6276,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
6277,"Alyostal Prick Pollenek Allergén Kivonatot Tartalmazó Oldatok, Allergiás Betegségek Diagnosztizálásában Használatos Prick Tesztek Végzésére",Cutaneous Use,Hungary,Stallergenes,France,service.pharmacovigilance@stallergenesgreer.com
